nct_id,study_result
NCT00348946,success
NCT00349349,success
NCT00349466,success
NCT00349921,success
NCT00350103,success
NCT00350142,unknown
NCT00350272,unknown
NCT00350402,success
NCT00350779,success
NCT00351000,fail
NCT00351273,success
NCT00351533,fail
NCT00351611,unknown
NCT00351936,success
NCT00352027,fail
NCT00352053,fail
NCT00352417,fail
NCT00353262,unknown
NCT00353418,fail
NCT00353470,success
NCT00353496,success
NCT00353873,success
NCT00354029,success
NCT00354159,success
NCT00354341,fail
NCT00354432,fail
NCT00355147,success
NCT00355199,success
NCT00355342,unknown
NCT00355394,success
NCT00355706,fail
NCT00355797,success
NCT00355914,success
NCT00356057,success
NCT00356135,success
NCT00356304,success
NCT00356369,unknown
NCT00356811,unknown
NCT00356915,success
NCT00357097,success
NCT00357370,unknown
NCT00357552,unknown
NCT00357656,success
NCT00357877,fail
NCT00357968,success
NCT00357994,success
NCT00358215,fail
NCT00358449,fail
NCT00358644,unknown
NCT00358735,success
NCT00358826,success
NCT00358917,fail
NCT00359203,success
NCT00359216,fail
NCT00359424,fail
NCT00359762,success
NCT00359788,success
NCT00360282,success
NCT00360334,success
NCT00360490,success
NCT00360529,success
NCT00360685,fail
NCT00360698,success
NCT00360724,success
NCT00361140,fail
NCT00361231,success
NCT00361257,fail
NCT00361283,fail
NCT00361335,fail
NCT00361439,success
NCT00361972,success
NCT00362115,success
NCT00362180,fail
NCT00362232,success
NCT00362297,fail
NCT00362375,success
NCT00362401,success
NCT00362453,success
NCT00362648,success
NCT00363129,fail
NCT00363142,unknown
NCT00363246,success
NCT00363311,success
NCT00363415,success
NCT00363480,success
NCT00364013,success
NCT00364130,success
NCT00364182,success
NCT00364377,success
NCT00364533,success
NCT00364832,unknown
NCT00364858,unknown
NCT00364949,success
NCT00365105,fail
NCT00365300,fail
NCT00365352,success
NCT00365378,unknown
NCT00365456,success
NCT00365508,success
NCT00365794,success
NCT00366249,unknown
NCT00366301,success
NCT00366340,unknown
NCT00366548,unknown
NCT00366626,fail
NCT00366678,unknown
NCT00366899,unknown
NCT00367055,fail
NCT00367133,success
NCT00367237,success
NCT00367640,success
NCT00367679,unknown
NCT00367744,success
NCT00367835,success
NCT00368069,success
NCT00368251,fail
NCT00368459,fail
NCT00368537,unknown
NCT00368745,fail
NCT00368849,fail
NCT00368927,fail
NCT00368940,success
NCT00368966,unknown
NCT00368979,success
NCT00369122,unknown
NCT00369343,success
NCT00369382,success
NCT00369486,fail
NCT00369577,success
NCT00369668,success
NCT00369785,success
NCT00369928,fail
NCT00370032,fail
NCT00370071,success
NCT00370292,success
NCT00370331,success
NCT00370396,unknown
NCT00370994,success
NCT00371137,success
NCT00371267,fail
NCT00371397,success
NCT00371540,fail
NCT00371566,fail
NCT00371683,success
NCT00371865,fail
NCT00372060,success
NCT00372190,success
NCT00372229,fail
NCT00372385,success
NCT00372411,success
NCT00372567,unknown
NCT00372957,unknown
NCT00372996,fail
NCT00373113,success
NCT00373256,fail
NCT00373334,fail
NCT00373360,fail
NCT00373386,fail
NCT00373425,fail
NCT00373685,success
NCT00373958,unknown
NCT00374322,fail
NCT00374452,fail
NCT00374907,success
NCT00375492,success
NCT00375674,success
NCT00375713,unknown
NCT00375752,fail
NCT00375973,fail
NCT00376168,success
NCT00376558,success
NCT00376623,fail
NCT00376675,fail
NCT00376935,fail
NCT00377156,success
NCT00377234,success
NCT00377260,success
NCT00377299,success
NCT00377312,success
NCT00377364,success
NCT00377403,fail
NCT00377572,success
NCT00377637,success
NCT00377676,success
NCT00377741,unknown
NCT00377819,success
NCT00377858,fail
NCT00378378,fail
NCT00378560,unknown
NCT00378599,unknown
NCT00378703,fail
NCT00379210,success
NCT00379236,success
NCT00379288,unknown
NCT00379769,unknown
NCT00379808,fail
NCT00379821,fail
NCT00379899,fail
NCT00380068,success
NCT00380081,success
NCT00380250,success
NCT00380393,success
NCT00380692,success
NCT00380874,fail
NCT00380978,fail
NCT00381303,fail
NCT00381485,success
NCT00381641,fail
NCT00381849,fail
NCT00382018,fail
NCT00382291,fail
NCT00382408,unknown
NCT00382785,fail
NCT00382863,success
NCT00382993,success
NCT00383110,fail
NCT00383162,success
NCT00383188,fail
NCT00383240,success
NCT00383331,fail
NCT00383435,success
NCT00383552,success
NCT00383708,success
NCT00383721,success
NCT00384033,success
NCT00384059,unknown
NCT00384085,success
NCT00384189,success
NCT00384774,fail
NCT00384813,fail
NCT00384930,success
NCT00385255,unknown
NCT00385268,fail
NCT00385671,fail
NCT00385697,fail
NCT00385723,success
NCT00385736,success
NCT00385944,success
NCT00385996,success
NCT00386009,fail
NCT00386022,success
NCT00386100,success
NCT00386256,success
NCT00386334,success
NCT00386360,fail
NCT00386425,success
NCT00386477,fail
NCT00386880,fail
NCT00387010,fail
NCT00387036,unknown
NCT00387088,success
NCT00387127,fail
NCT00387465,unknown
NCT00387621,success
NCT00387712,success
NCT00387881,success
NCT00388297,fail
NCT00388453,success
NCT00388674,fail
NCT00389207,fail
NCT00389324,unknown
NCT00389519,success
NCT00389597,success
NCT00390221,success
NCT00390299,unknown
NCT00390455,fail
NCT00390780,success
NCT00390806,fail
NCT00391079,fail
NCT00391092,fail
NCT00391222,fail
NCT00391274,fail
NCT00391443,fail
NCT00391599,success
NCT00391716,success
NCT00392054,success
NCT00392223,unknown
NCT00392236,fail
NCT00392288,fail
NCT00392379,success
NCT00392678,success
NCT00392925,success
NCT00393367,fail
NCT00393484,success
NCT00393523,success
NCT00393705,fail
NCT00393718,success
NCT00393887,fail
NCT00393939,fail
NCT00394212,fail
NCT00394251,fail
NCT00394277,fail
NCT00394329,fail
NCT00394355,fail
NCT00394654,fail
NCT00394706,fail
NCT00394836,unknown
NCT00394901,success
NCT00394914,fail
NCT00394953,success
NCT00395044,success
NCT00395083,fail
NCT00395135,success
NCT00395161,fail
NCT00395226,fail
NCT00395291,success
NCT00395343,success
NCT00395460,unknown
NCT00395512,success
NCT00395538,success
NCT00395694,unknown
NCT00395733,unknown
NCT00395746,success
NCT00395850,success
NCT00395863,success
NCT00395876,success
NCT00396006,success
NCT00396032,success
NCT00396084,success
NCT00396097,fail
NCT00396162,fail
NCT00396565,success
NCT00396877,fail
NCT00396981,fail
NCT00397033,success
NCT00397150,unknown
NCT00397189,success
NCT00397631,success
NCT00397839,success
NCT00397930,success
NCT00398216,success
NCT00398476,success
NCT00398918,success
NCT00399360,success
NCT00399542,success
NCT00400153,success
NCT00400179,fail
NCT00400712,fail
NCT00400946,fail
NCT00401245,success
NCT00401258,success
NCT00401375,fail
NCT00401544,unknown
NCT00401622,fail
NCT00401726,fail
NCT00401973,success
NCT00402051,unknown
NCT00402233,success
NCT00402246,success
NCT00402324,success
NCT00402337,success
NCT00402363,fail
NCT00402688,unknown
NCT00402727,unknown
NCT00402831,unknown
NCT00402987,success
NCT00403260,fail
NCT00403403,success
NCT00403481,success
NCT00403494,fail
NCT00403546,success
NCT00403559,success
NCT00403585,success
NCT00403767,success
NCT00404079,success
NCT00404352,success
NCT00404547,success
NCT00405288,fail
NCT00405353,success
NCT00405392,success
NCT00405548,success
NCT00405639,success
NCT00405704,success
NCT00405756,success
NCT00405821,success
NCT00405912,fail
NCT00405964,success
NCT00406029,success
NCT00406133,success
NCT00406315,unknown
NCT00406354,success
NCT00406367,success
NCT00406419,success
NCT00406640,fail
NCT00406653,fail
NCT00406692,success
NCT00406783,success
NCT00406848,fail
NCT00407030,success
NCT00407511,success
NCT00407537,success
NCT00407745,success
NCT00407797,success
NCT00408317,success
NCT00408421,success
NCT00408499,unknown
NCT00408629,success
NCT00408694,unknown
NCT00408876,success
NCT00408993,fail
NCT00409006,fail
NCT00409188,fail
NCT00409292,fail
NCT00409409,success
NCT00409682,fail
NCT00409773,success
NCT00410046,success
NCT00410072,fail
NCT00410202,fail
NCT00410280,fail
NCT00410384,success
NCT00410410,fail
NCT00410514,unknown
NCT00411450,unknown
NCT00411554,success
NCT00411645,fail
NCT00411749,success
NCT00412113,success
NCT00412360,fail
NCT00412373,success
NCT00412451,fail
NCT00412607,unknown
NCT00412737,fail
NCT00412854,unknown
NCT00412893,unknown
NCT00412932,success
NCT00412958,fail
NCT00412971,success
NCT00412984,success
NCT00413010,unknown
NCT00413153,success
NCT00413218,unknown
NCT00413244,success
NCT00413400,success
NCT00413634,success
NCT00413972,success
NCT00414206,success
NCT00414466,fail
NCT00414544,unknown
NCT00414596,success
NCT00414648,success
NCT00414700,success
NCT00414726,fail
NCT00414817,success
NCT00414908,success
NCT00414960,fail
NCT00414973,success
NCT00415194,fail
NCT00415532,success
NCT00415610,success
NCT00415623,success
NCT00416078,fail
NCT00416182,success
NCT00416572,success
NCT00416624,fail
NCT00417027,success
NCT00417079,success
NCT00417482,success
NCT00417612,success
NCT00417859,success
NCT00417989,success
NCT00418015,fail
NCT00418028,fail
NCT00418093,unknown
NCT00418262,unknown
NCT00418379,success
NCT00418457,fail
NCT00418522,success
NCT00418561,fail
NCT00418574,fail
NCT00418665,unknown
NCT00418717,unknown
NCT00418834,success
NCT00419263,fail
NCT00419341,unknown
NCT00419380,fail
NCT00420004,fail
NCT00420017,success
NCT00420056,fail
NCT00420095,fail
NCT00420199,fail
NCT00420238,success
NCT00420290,success
NCT00420303,success
NCT00420316,fail
NCT00420342,fail
NCT00420420,fail
NCT00420641,success
NCT00420784,success
NCT00420927,success
NCT00420992,success
NCT00421304,success
NCT00421603,success
NCT00421733,fail
NCT00421928,success
NCT00422084,fail
NCT00422162,fail
NCT00422227,success
NCT00422383,fail
NCT00422461,success
NCT00422695,success
NCT00422734,success
NCT00422812,success
NCT00423137,fail
NCT00423176,unknown
NCT00423293,fail
NCT00423319,success
NCT00423488,success
NCT00423579,success
NCT00423592,success
NCT00423657,unknown
NCT00423670,success
NCT00423813,success
NCT00424047,success
NCT00424099,fail
NCT00424177,unknown
NCT00424190,unknown
NCT00424255,fail
NCT00424268,success
NCT00424294,fail
NCT00424476,success
NCT00424502,success
NCT00424528,success
NCT00424554,fail
NCT00424593,success
NCT00424762,fail
NCT00425061,fail
NCT00425100,success
NCT00425698,success
NCT00425854,unknown
NCT00426153,success
NCT00426751,unknown
NCT00427193,success
NCT00427349,success
NCT00427648,fail
NCT00427700,fail
NCT00427895,unknown
NCT00427908,unknown
NCT00427934,fail
NCT00428090,success
NCT00428116,fail
NCT00428584,fail
NCT00428597,success
NCT00428948,success
NCT00428974,success
NCT00429169,success
NCT00429273,success
NCT00429299,success
NCT00429364,fail
NCT00429923,success
NCT00430092,success
NCT00430248,success
NCT00430300,success
NCT00430508,success
NCT00430625,success
NCT00430638,success
NCT00430677,fail
NCT00430716,success
NCT00430781,success
NCT00430950,fail
NCT00431041,success
NCT00431184,fail
NCT00431496,unknown
NCT00431834,success
NCT00431847,success
NCT00432042,unknown
NCT00432237,success
NCT00432276,unknown
NCT00432458,success
NCT00432666,success
NCT00432679,success
NCT00432744,fail
NCT00432809,success
NCT00432965,success
NCT00433160,success
NCT00433290,success
NCT00433381,unknown
NCT00433511,fail
NCT00433654,success
NCT00433836,unknown
NCT00434018,success
NCT00434057,success
NCT00434161,fail
NCT00434434,success
NCT00434642,success
NCT00434759,success
NCT00434837,fail
NCT00434876,fail
NCT00434954,success
NCT00434993,fail
NCT00435019,unknown
NCT00435045,success
NCT00435162,fail
NCT00435188,success
NCT00435370,success
NCT00435409,fail
NCT00435461,success
NCT00435487,unknown
NCT00435539,fail
NCT00435591,unknown
NCT00435929,unknown
NCT00435942,fail
NCT00435994,success
NCT00436748,success
NCT00436917,success
NCT00436969,fail
NCT00437073,unknown
NCT00437125,unknown
NCT00437268,fail
NCT00437294,fail
NCT00437645,unknown
NCT00438399,success
NCT00438451,success
NCT00438464,success
NCT00438659,fail
NCT00438854,unknown
NCT00439309,fail
NCT00439374,unknown
NCT00439517,success
NCT00439725,success
NCT00439777,success
NCT00439946,fail
NCT00440011,success
NCT00440115,fail
NCT00440193,success
NCT00440232,fail
NCT00440297,unknown
NCT00440401,success
NCT00440466,unknown
NCT00440531,unknown
NCT00440557,unknown
NCT00440700,success
NCT00440947,fail
NCT00440999,unknown
NCT00441012,unknown
NCT00441103,success
NCT00441116,success
NCT00441350,success
NCT00441545,fail
NCT00441896,fail
NCT00442013,fail
NCT00442117,fail
NCT00442338,fail
NCT00442546,fail
NCT00442559,success
NCT00442897,unknown
NCT00442936,success
NCT00443053,success
NCT00443209,success
NCT00443560,success
NCT00443755,success
NCT00443781,success
NCT00443846,unknown
NCT00443872,success
NCT00444028,unknown
NCT00444106,success
NCT00444457,unknown
NCT00444535,unknown
NCT00444600,success
NCT00444925,success
NCT00444964,success
NCT00445003,success
NCT00445224,success
NCT00445302,unknown
NCT00445588,fail
NCT00445601,success
NCT00445679,unknown
NCT00445770,success
NCT00445848,unknown
NCT00446134,fail
NCT00446199,success
NCT00446225,success
NCT00446641,fail
NCT00446797,unknown
NCT00446966,success
NCT00446992,success
NCT00447057,success
NCT00447278,success
NCT00447382,fail
NCT00447590,success
NCT00447772,fail
NCT00447876,fail
NCT00448435,fail
NCT00448448,success
NCT00448630,success
NCT00448669,success
NCT00448747,unknown
NCT00449033,fail
NCT00449072,success
NCT00449150,fail
NCT00449176,success
NCT00449644,success
NCT00449670,unknown
NCT00449696,success
NCT00449865,fail
NCT00449930,unknown
NCT00449956,unknown
NCT00450112,fail
NCT00450216,success
NCT00450294,success
NCT00450411,unknown
NCT00450437,unknown
NCT00450580,unknown
NCT00450619,success
NCT00450658,success
NCT00451191,success
NCT00451204,fail
NCT00451282,fail
NCT00451555,fail
NCT00452348,fail
NCT00452400,success
NCT00452426,success
NCT00452530,success
NCT00452543,success
NCT00452699,success
NCT00453063,success
NCT00453154,success
NCT00453349,unknown
NCT00453362,success
NCT00453479,unknown
NCT00453921,success
NCT00453999,fail
NCT00454181,fail
NCT00454584,success
NCT00454779,success
NCT00454818,fail
NCT00454909,unknown
NCT00455403,fail
NCT00455429,fail
NCT00455520,success
NCT00455533,fail
NCT00455741,success
NCT00455858,success
NCT00455962,fail
NCT00456092,success
NCT00456365,success
NCT00456521,success
NCT00456547,success
NCT00457002,success
NCT00457015,success
NCT00457197,fail
NCT00457301,success
NCT00457366,success
NCT00457392,fail
NCT00457639,fail
NCT00457665,fail
NCT00457691,fail
NCT00457730,success
NCT00457743,unknown
NCT00458003,fail
NCT00458302,unknown
NCT00458341,success
NCT00458393,success
NCT00458406,success
NCT00458783,fail
NCT00459134,fail
NCT00459316,success
NCT00459355,success
NCT00459667,unknown
NCT00459706,success
NCT00459732,fail
NCT00460265,fail
NCT00460525,fail
NCT00460564,success
NCT00460603,fail
NCT00460655,success
NCT00460798,unknown
NCT00460811,success
NCT00461097,success
NCT00461123,fail
NCT00461175,unknown
NCT00461253,unknown
NCT00461305,unknown
NCT00461331,fail
NCT00461500,fail
NCT00461552,fail
NCT00461591,fail
NCT00461734,fail
NCT00461786,unknown
NCT00461981,success
NCT00462228,success
NCT00462306,success
NCT00462644,success
NCT00462670,success
NCT00462748,success
NCT00462839,success
NCT00463047,success
